ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
TRAF5,365,449,492,334,407,807,413,398
TRAF6,278,256,305,172,327,396,235,288
TRAF6P1,2,2,1,0,1,4,3,4
TRAF7,2406,2315,2344,1323,2905,3653,1934,2296
TRAFD1,1054,1006,1189,858,1354,1141,819,964
TRAIP,37,23,40,15,35,27,41,17
TRAJ1,0,0,0,0,0,0,0,0
TRAJ10,0,0,0,0,0,0,0,0
TRAJ11,0,0,0,0,0,0,0,0
TRAJ12,0,0,0,0,0,0,0,0
TRAJ13,0,0,0,0,0,0,0,0
TRAJ14,0,0,0,0,0,0,0,0
TRAJ16,0,0,0,0,0,0,0,0
TRAJ17,0,0,0,0,0,0,0,0
TRAJ18,0,0,0,0,0,0,0,0
TRAJ19,0,0,0,0,0,0,0,0
TRAJ2,0,0,0,0,0,0,0,0
TRAJ20,0,0,0,0,0,0,0,0
TRAJ21,0,0,0,0,0,0,0,0
TRAJ22,0,0,0,0,0,0,0,0
TRAJ23,0,0,0,0,0,0,0,0
TRAJ24,0,0,0,0,0,0,0,0
TRAJ25,0,0,0,0,0,0,0,0
TRAJ26,0,0,0,0,0,0,0,0
TRAJ27,0,0,0,0,0,0,0,0
TRAJ28,0,0,0,0,0,0,0,0
TRAJ29,0,0,0,0,0,0,0,0
TRAJ3,0,0,0,0,0,0,0,0
TRAJ30,0,0,0,0,0,0,0,0
TRAJ31,0,0,0,0,0,0,0,0
TRAJ32,0,0,0,0,0,0,0,0
TRAJ33,0,0,0,0,0,0,0,0
TRAJ34,0,0,0,0,0,0,0,0
TRAJ35,0,0,0,0,0,0,0,0
TRAJ38,0,0,0,0,0,0,0,0
TRAJ39,0,0,0,0,0,0,0,0
TRAJ4,0,0,0,0,0,0,0,0
TRAJ40,0,0,0,0,0,0,0,0
TRAJ41,0,0,0,0,0,0,0,0
TRAJ42,0,0,0,0,0,0,0,0
TRAJ43,0,0,0,0,1,0,0,0
TRAJ44,0,0,0,0,0,0,0,0
TRAJ45,0,0,0,0,0,0,0,0
TRAJ46,0,0,0,0,0,0,0,0
TRAJ47,0,0,0,0,0,0,0,0
TRAJ48,0,0,0,0,0,0,0,0
TRAJ49,0,0,0,0,0,0,0,0
TRAJ5,0,0,0,0,0,0,0,0
TRAJ50,0,0,0,0,0,0,0,0
TRAJ51,0,0,0,0,0,0,0,0
TRAJ52,0,0,0,0,0,0,0,0
TRAJ53,0,0,0,0,0,0,0,0
TRAJ54,0,0,0,0,0,0,0,0
TRAJ55,0,0,0,0,0,0,0,0
TRAJ56,0,0,0,0,0,0,0,0
TRAJ57,0,0,0,0,0,0,0,0
TRAJ58,0,0,0,0,0,0,0,0
TRAJ59,0,0,0,0,0,0,0,0
TRAJ6,0,0,0,0,0,0,0,0
TRAJ60,0,0,0,0,0,0,0,0
TRAJ61,0,0,0,0,0,0,0,0
TRAJ7,0,0,0,0,0,0,0,0
TRAJ8,0,0,0,0,0,0,0,0
TRAJ9,0,0,0,0,0,0,0,0
TRAK1,1257,983,1665,902,1763,2259,1170,1222
TRAK2,3088,4059,4163,5194,4396,9314,3026,6611
TRAM1,6641,8318,10225,8214,10081,21398,6504,9937
TRAM1L1,84,59,113,41,96,115,54,43
TRAM2,9723,9710,10219,7105,11266,14939,8476,9892
TRAM2-AS1,190,236,253,193,235,283,216,284
TRANK1,1555,1358,1754,820,2179,2395,1726,1892
TRAP1,357,249,266,113,349,401,286,268
TRAPPC1,927,994,1208,734,1202,1520,759,846
TRAPPC10,876,905,960,666,987,1464,771,1013
TRAPPC11,1036,1148,1283,998,1257,1792,1026,1552
TRAPPC12,703,602,818,440,817,1044,685,627
TRAPPC12-AS1,15,12,30,3,19,21,13,12
TRAPPC13,243,187,359,171,328,332,240,193
TRAPPC13P1,0,0,0,0,0,0,0,0
TRAPPC14,195,222,178,98,162,279,125,144
TRAPPC2,274,136,316,151,247,231,368,258
TRAPPC2B,43,57,65,27,54,69,45,49
TRAPPC2L,733,602,849,402,854,790,600,561
TRAPPC2LP1,0,0,0,0,0,0,0,0
TRAPPC2P10,0,0,0,0,0,0,0,0
TRAPPC2P2,0,0,0,0,0,0,0,0
TRAPPC2P3,0,0,0,0,0,0,0,0
TRAPPC2P4,0,0,0,0,0,0,0,0
TRAPPC2P5,0,0,0,0,0,0,0,0
TRAPPC2P7,0,0,0,0,0,0,0,0
TRAPPC2P8,0,0,0,0,0,0,0,0
TRAPPC2P9,0,0,0,0,0,0,0,0
TRAPPC3,724,718,823,488,784,1033,673,671
TRAPPC3L,6,1,3,2,2,4,2,2
TRAPPC4,397,409,406,305,427,563,346,434
TRAPPC5,3,5,2,0,1,0,1,2
TRAPPC6A,129,145,116,115,139,175,114,101
TRAPPC6B,497,448,672,448,538,649,533,578
TRAPPC8,1133,1002,1282,803,1275,1626,917,1190
TRAPPC9,489,455,490,343,486,647,401,501
TRARG1,0,0,0,0,0,1,0,0
TRAT1,0,0,0,0,0,0,0,0
TRAV1-1,0,0,0,0,0,0,0,0
TRAV1-2,0,0,0,0,0,0,0,0
TRAV10,0,0,0,0,0,0,0,0
TRAV11,0,0,0,0,0,0,0,0
TRAV12-1,0,0,0,0,0,0,0,0
TRAV12-2,0,0,0,0,0,0,0,0
TRAV12-3,0,0,0,0,0,0,0,0
TRAV13-1,0,0,0,0,0,0,0,0
TRAV13-2,0,0,0,0,0,0,0,0
TRAV14DV4,0,0,0,0,0,0,0,0
TRAV15,0,0,0,0,0,0,0,0
TRAV16,0,0,0,0,0,0,0,0
TRAV17,0,0,0,0,0,0,0,0
TRAV18,0,0,0,0,0,0,0,0
TRAV19,0,0,0,0,0,0,0,0
TRAV2,0,0,0,0,0,0,0,0
TRAV20,0,0,0,0,0,0,0,0
TRAV21,0,0,0,0,0,0,0,0
TRAV22,0,0,0,0,0,0,0,0
TRAV23DV6,0,0,0,0,0,0,0,0
TRAV24,0,0,0,0,0,0,0,0
TRAV25,0,0,0,0,0,0,0,0
TRAV26-1,0,0,0,0,0,0,0,0
TRAV26-2,0,0,0,0,0,0,0,0
TRAV27,0,0,0,0,0,0,0,0
TRAV28,0,0,0,0,0,0,0,0
TRAV29DV5,0,0,0,0,0,0,0,0
TRAV3,0,0,0,0,0,0,0,0
TRAV30,0,0,0,0,0,0,0,0
TRAV31,0,0,0,0,0,0,0,0
TRAV32,0,0,0,0,0,0,0,0
TRAV33,0,0,0,0,0,0,0,0
TRAV34,0,0,0,0,0,0,0,0
TRAV35,0,0,0,0,0,0,0,0
TRAV36DV7,0,0,0,0,0,0,0,0
TRAV37,0,0,0,0,0,0,0,0
TRAV38-1,0,0,0,0,0,0,0,0
TRAV38-2DV8,0,0,0,0,0,0,0,0
TRAV39,0,0,0,0,0,0,0,0
TRAV4,0,0,0,0,0,0,0,0
TRAV40,0,0,0,0,0,0,0,0
TRAV41,0,0,0,0,0,0,0,0
TRAV5,0,0,0,0,0,0,0,0
TRAV6,0,0,0,0,0,0,0,0
TRAV7,0,0,0,0,0,0,0,0
TRAV8-1,0,0,0,0,0,0,0,0
TRAV8-2,0,0,0,0,0,0,0,0
TRAV8-3,0,0,0,0,0,0,0,0
TRAV8-4,0,0,0,0,0,0,0,0
TRAV8-5,0,0,0,0,0,0,0,0
TRAV8-6,0,0,0,0,0,0,0,0
TRAV8-7,0,0,0,0,0,0,0,0
TRAV9-1,0,0,0,0,0,0,0,0
TRAV9-2,0,0,0,0,0,0,0,0
TRBC1,0,0,0,0,0,0,0,0
TRBC2,35,29,32,29,2,16,18,20
TRBJ2-1,0,0,0,0,0,0,0,0
TRBJ2-2,0,1,0,0,0,0,0,0
TRBJ2-2P,0,0,1,0,0,0,0,0
TRBJ2-3,0,1,1,1,0,0,1,4
TRBJ2-4,1,1,0,0,0,1,0,0
TRBJ2-5,0,0,0,0,0,0,0,0
TRBJ2-6,0,0,0,0,0,0,0,0
TRBJ2-7,0,0,0,0,0,0,0,1
TRBV1,0,0,0,0,0,0,0,0
TRBV10-1,0,0,0,1,0,0,0,3
TRBV10-2,0,0,0,1,0,0,0,0
TRBV11-1,0,0,0,0,0,0,0,0
TRBV11-2,0,0,0,0,0,0,0,0
TRBV12-1,0,0,0,0,0,0,0,0
TRBV12-2,0,0,0,0,0,0,0,0
TRBV19,0,0,0,0,0,0,0,0
TRBV2,0,0,0,0,0,0,0,0
TRBV20-1,0,1,0,0,0,0,0,0
TRBV20OR9-2,1,0,0,0,0,0,0,0
TRBV21-1,0,0,0,0,0,0,0,0
TRBV21OR9-2,0,0,0,0,0,0,0,0
TRBV22-1,0,0,0,0,0,0,0,0
TRBV22OR9-2,0,0,0,0,0,0,0,0
TRBV23-1,0,0,0,0,0,0,0,0
TRBV23OR9-2,0,0,0,0,0,0,0,0
TRBV24-1,0,0,0,0,0,0,0,0
TRBV24OR9-2,0,0,0,0,0,0,0,0
TRBV25OR9-2,0,0,0,0,0,0,0,0
TRBV26,0,0,0,0,0,0,0,0
TRBV26OR9-2,0,0,0,0,0,0,0,0
TRBV27,0,0,0,0,0,0,0,0
TRBV28,0,0,0,0,0,0,0,0
TRBV29-1,0,0,0,0,0,0,0,0
TRBV29OR9-2,0,0,0,0,0,0,0,0
TRBV3-1,0,0,0,0,0,0,0,0
TRBV30,0,0,0,0,0,0,0,0
TRBV4-1,0,0,0,0,0,0,0,0
TRBV4-2,0,0,0,0,0,0,0,0
TRBV5-1,0,0,0,0,0,0,0,0
TRBV5-2,0,0,0,0,0,0,0,0
TRBV5-3,3,0,5,3,1,1,2,0
TRBV5-4,1,2,4,3,0,5,0,4
TRBV5-5,5,1,1,2,4,4,1,1
TRBV5-6,3,0,0,1,1,3,1,4
TRBV5-7,3,0,6,3,1,5,2,2
TRBV6-1,0,0,0,0,0,0,0,0
TRBV6-4,0,0,0,0,0,0,0,0
TRBV6-5,0,0,0,0,0,0,0,0
TRBV6-6,0,0,0,1,0,0,0,0
TRBV6-7,0,0,0,0,0,0,0,0
TRBV6-8,0,0,0,0,0,0,0,0
TRBV7-1,0,0,1,0,0,0,0,0
TRBV7-3,0,0,1,1,0,0,0,0
TRBV7-4,0,0,0,0,0,0,0,0
TRBV7-5,0,0,0,0,0,0,0,1
TRBV7-6,0,0,0,0,0,2,0,0
TRBV7-7,2,0,3,2,0,1,1,1
TRBV8-1,0,0,0,0,0,0,0,0
TRBV8-2,0,0,0,0,0,0,0,0
TRBV9,0,0,0,0,0,0,0,0
TRBVA,0,0,0,0,0,0,0,0
TRBVB,0,0,0,0,0,0,0,0
TRDC,0,0,0,0,0,0,0,0
TRDD1,0,0,0,0,0,0,0,0
TRDD2,0,0,0,0,0,0,0,0
TRDD3,0,0,0,0,0,0,0,0
TRDJ1,0,0,0,0,0,0,0,0
TRDJ2,0,0,0,0,0,0,0,0
TRDJ3,0,0,0,0,0,0,0,0
TRDJ4,0,0,0,0,0,0,0,0
TRDMT1,122,98,134,70,138,154,104,71
TRDN,0,0,0,0,0,0,0,0
TRDN-AS1,0,0,0,0,0,0,0,0
TRDV1,0,0,0,0,0,0,0,0
TRDV2,0,0,0,0,0,0,0,0
TRDV3,0,0,0,0,0,0,0,0
TREH,1,10,4,2,1,6,3,6
TREHP1,0,0,0,0,0,0,0,1
TREM1,2,2,0,0,0,5,0,0
TREM2,4,0,0,0,0,1,4,1
TREML1,0,0,0,0,0,0,0,0
TREML2,0,0,0,0,0,0,0,0
TREML3P,5,3,1,0,26,10,0,0
TREML4,1,0,1,0,0,0,0,0
TREML5P,0,0,0,0,0,0,0,0
TRERF1,646,324,791,212,693,565,547,290
TRERNA1,0,0,0,0,0,0,0,0
TREX1,170,158,205,102,136,121,135,132
TREX2,26,23,23,10,27,25,30,19
TRGC1,1,0,0,0,0,0,0,0
TRGC2,1,0,0,0,0,0,0,0
TRGJ1,0,0,0,0,0,0,0,0
TRGJ2,0,0,0,0,0,0,0,0
TRGJP,0,0,0,0,0,0,0,0
TRGJP1,0,0,0,0,0,0,0,0
TRGJP2,0,0,0,0,0,0,0,0
TRGV1,0,0,0,0,0,0,0,0
TRGV10,0,0,0,0,0,0,0,0
TRGV11,0,0,0,0,0,0,0,0
TRGV2,1,0,0,0,0,0,0,0
TRGV3,0,0,0,0,0,0,0,1
TRGV4,0,0,0,0,0,0,0,0
TRGV5,1,0,0,0,0,0,0,0
TRGV5P,0,0,0,0,0,0,0,0
TRGV6,0,0,0,0,0,1,0,0
TRGV7,3,0,12,1,5,6,2,0
TRGV8,1,0,2,1,0,1,1,0
TRGV9,0,0,0,0,0,0,0,0
TRGVA,0,0,0,0,0,0,0,0
TRGVB,0,0,0,0,0,0,0,0
TRH,1,0,0,0,1,0,0,0
TRHDE,886,662,1217,851,1286,1901,839,982
TRHDE-AS1,238,206,412,187,389,321,267,253
TRHR,0,0,1,0,0,2,0,0
TRIAP1,408,345,427,196,388,404,308,234
TRIAP1P1,0,0,0,0,0,0,0,0
TRIB1,153,113,124,74,301,337,143,109
TRIB2,389,160,497,237,458,622,420,299
TRIB3,416,209,427,87,316,185,474,214
TRIL,0,0,0,0,0,0,0,0
TRIM10,0,0,0,0,0,0,0,0
TRIM11,285,294,262,130,295,293,254,245
TRIM13,440,413,549,383,507,737,396,458
TRIM14,297,138,311,121,299,345,179,105
TRIM15,0,0,0,0,0,0,0,0
TRIM16,159,116,197,81,296,194,151,86
TRIM16L,201,136,221,96,330,296,202,159
TRIM17,47,30,50,13,44,45,42,21
TRIM2,1783,824,1863,525,1680,1100,1718,1074
TRIM21,522,396,597,263,489,578,404,334
TRIM22,3161,2726,3465,1800,3978,4599,3001,2473
TRIM23,423,355,474,342,457,653,363,474
TRIM24,290,215,324,182,396,344,232,248
TRIM25,1547,1223,1565,907,1716,2182,1321,1384
TRIM26,0,0,0,0,0,0,0,0
TRIM26BP,0,0,0,0,0,0,0,0
TRIM27,993,851,937,590,1155,1245,828,789
TRIM28,3288,2844,3275,1887,3330,3995,2728,2627
TRIM29,2,4,5,5,3,6,0,3
TRIM3,481,463,396,238,394,537,328,305
TRIM31,0,0,0,0,0,0,0,0
TRIM31-AS1,0,0,0,0,0,0,0,0
TRIM32,781,705,781,464,861,1016,635,726
TRIM33,877,749,1010,590,1142,1213,833,852
TRIM34,2,0,4,1,3,2,1,3
TRIM35,385,406,432,304,395,493,344,409
TRIM36,1,4,0,0,3,1,1,1
TRIM36-IT1,0,0,0,0,0,0,1,0
TRIM37,833,691,964,594,1236,1214,764,664
TRIM38,1017,1059,1108,818,1237,1510,868,1141
TRIM39,205,135,268,136,213,213,207,164
TRIM39-RPP21,0,0,0,0,0,0,0,0
TRIM4,924,814,1095,690,914,1049,766,836
TRIM40,0,0,0,0,0,0,0,0
TRIM41,784,933,844,561,872,1072,608,833
TRIM42,0,0,0,0,0,0,0,0
TRIM43,1,15,0,0,0,0,0,0
TRIM43B,1,17,0,0,0,0,1,0
TRIM43CP,1,8,0,0,0,0,0,0
TRIM44,1354,1154,1823,961,1996,2675,1526,1492
TRIM45,222,45,275,51,206,64,225,51
TRIM46,134,147,182,78,131,184,120,124
TRIM47,63,62,76,39,85,68,62,46
TRIM48,0,2,0,0,0,0,0,0
TRIM49,0,9,1,0,0,0,0,0
TRIM49B,0,3,0,0,0,0,0,0
TRIM49C,0,9,1,0,0,0,0,0
TRIM49D1,0,11,0,0,0,0,0,0
TRIM49D2,0,11,0,0,0,0,0,0
TRIM5,644,315,737,308,958,825,576,365
TRIM50,2,1,1,0,5,7,2,3
TRIM51,0,0,0,0,0,0,0,0
TRIM51BP,0,6,0,0,0,0,0,0
TRIM51CP,0,0,0,0,0,0,0,0
TRIM51DP,0,0,0,0,0,0,0,0
TRIM51EP,0,4,0,0,0,0,0,0
TRIM51FP,0,1,0,0,0,0,0,0
TRIM51GP,0,0,0,0,0,0,0,0
TRIM51HP,0,4,0,0,0,0,0,0
TRIM51JP,1,0,1,0,0,2,1,0
TRIM52,136,156,142,100,132,159,113,135
TRIM52-AS1,59,57,56,44,74,86,76,87
TRIM53AP,0,5,0,0,0,0,0,0
TRIM53BP,0,3,0,0,0,0,0,0
TRIM53CP,0,1,0,0,0,0,0,0
TRIM54,1,0,0,1,1,1,2,0
TRIM55,2,1,15,2,1,0,5,2
TRIM56,788,746,842,514,871,1337,802,971
TRIM58,69,53,28,19,70,62,27,20
TRIM59,208,155,308,175,244,306,204,187
TRIM6,116,79,130,66,134,144,93,77
TRIM6-TRIM34,0,0,0,0,0,0,0,0
TRIM60,0,0,0,0,0,0,0,0
TRIM60P10Y,0,0,0,0,0,0,0,0
TRIM60P11Y,0,0,0,0,0,0,0,0
TRIM60P13,0,0,0,0,0,0,0,0
TRIM60P14,11,17,15,7,10,28,13,12
TRIM60P15,0,0,0,0,0,0,0,0
TRIM60P16,0,0,0,0,0,0,0,0
TRIM60P17,0,0,0,0,0,0,0,0
TRIM60P18,6,3,2,4,7,4,4,5
TRIM60P19,0,0,0,0,0,0,0,0
TRIM60P3Y,0,0,0,0,0,0,0,0
TRIM60P5Y,0,0,0,0,0,0,0,0
TRIM60P8Y,0,0,0,0,0,0,0,0
TRIM60P9Y,0,0,0,0,0,0,0,0
TRIM61,22,21,15,19,8,18,13,10
TRIM62,169,165,189,112,232,390,157,165
TRIM63,0,2,0,7,2,7,0,6
TRIM64,0,0,0,0,0,0,0,0
TRIM64B,0,2,0,0,0,0,0,0
TRIM64C,0,0,0,0,0,0,0,0
TRIM64DP,0,0,0,0,0,0,0,0
TRIM64EP,0,0,0,0,0,0,0,1
TRIM64FP,0,0,0,0,1,0,1,1
TRIM65,354,405,360,186,419,442,326,297
TRIM66,215,177,369,181,309,305,219,167
TRIM67,8,5,12,3,4,10,3,2
TRIM67-AS1,0,0,0,0,0,0,0,0
TRIM68,447,254,373,192,463,467,316,320
TRIM69,716,476,874,376,723,530,561,482
TRIM7,14,20,11,8,13,28,12,33
TRIM7-AS1,1,0,1,2,0,0,0,1
TRIM71,0,1,0,0,0,0,0,0
TRIM72,0,0,1,0,0,0,0,0
TRIM73,34,42,45,26,65,90,27,33
TRIM74,24,21,33,12,38,63,17,21
TRIM75P,0,0,0,0,0,0,0,0
TRIM77,0,0,0,0,0,0,0,0
TRIM77BP,0,0,0,0,0,0,0,0
TRIM8,2534,2197,3412,1887,3073,3168,2424,2731
TRIM80P,0,0,0,0,0,2,1,0
TRIM9,120,107,45,22,28,22,62,37
TRIML1,0,0,0,0,0,0,0,0
TRIML2,0,0,0,0,2,1,0,0
TRIO,6353,5208,7611,3043,6941,8644,6732,5781
TRIOBP,1166,925,907,431,1057,949,938,717
TRIP10,1498,1702,1597,906,1674,1936,1262,1699
TRIP11,1282,1111,1742,1007,1875,2077,1283,1295
TRIP12,4758,4481,5796,3656,5938,8474,4587,5172
TRIP13,49,52,58,25,64,82,57,42
TRIP4,366,328,490,310,366,460,244,320
TRIP6,2318,1775,2110,874,2056,2256,1834,1251
TRIQK,358,303,379,227,375,384,295,334
TRIR,1481,1626,1659,956,1563,2193,1344,1428
TRIT1,221,186,321,155,291,392,208,190
TRMO,156,134,175,83,198,232,143,122
TRMT1,415,510,400,214,437,571,346,412
TRMT10A,65,49,90,45,88,84,59,41
TRMT10B,154,150,230,118,229,269,211,196
TRMT10BP1,0,0,0,0,0,0,0,0
TRMT10C,211,221,236,181,251,333,213,202
TRMT11,219,161,285,162,234,235,258,246
TRMT112,1052,1101,1199,603,1030,1419,726,866
TRMT112P1,0,0,0,0,0,0,0,0
TRMT112P2,1,0,0,0,0,0,0,0
TRMT112P3,0,0,0,0,1,0,0,0
TRMT112P4,0,0,0,0,0,0,0,0
TRMT112P5,0,0,0,0,0,0,0,0
TRMT112P6,26,19,24,13,18,27,9,8
TRMT112P7,0,0,0,0,0,0,0,0
TRMT12,124,109,145,88,138,153,109,105
TRMT13,269,217,277,125,293,268,251,216
TRMT1L,514,414,711,397,581,573,510,476
TRMT1P1,0,0,0,0,0,0,0,0
TRMT2A,467,389,454,221,470,521,340,316
TRMT2B,294,168,302,135,186,202,209,200
TRMT2B-AS1,0,1,0,0,0,0,0,0
TRMT44,158,148,183,94,176,235,158,166
TRMT5,378,302,455,254,503,577,341,334
TRMT6,161,147,199,112,229,341,151,165
TRMT61A,336,363,353,220,340,563,296,399
TRMT61B,126,135,121,76,125,168,97,98
TRMT9B,381,327,569,379,443,436,490,392
TRMU,359,423,312,199,369,499,318,328
TRNAU1AP,238,257,342,253,383,473,256,297
TRNP1,309,1206,458,1172,456,1969,569,2006
TRNT1,277,258,333,198,377,528,214,222
TRO,817,496,930,260,1005,712,759,471
TROAP,9,9,7,7,7,9,2,4
TRPA1,752,261,217,69,2245,1116,273,72
TRPC1,452,411,555,426,497,499,492,544
TRPC2,0,0,0,0,0,0,1,0
TRPC3,9,6,8,7,36,45,12,15
TRPC4,12,9,8,4,64,55,12,11
TRPC4AP,2465,2085,2574,1508,2873,3231,1921,2108
TRPC5,4,2,4,0,0,1,11,3
TRPC5OS,0,1,1,0,3,0,0,1
TRPC6,204,654,371,742,283,1842,294,960
TRPC6P,0,0,0,0,0,0,0,0
TRPC7,0,0,0,0,0,0,0,0
TRPC7-AS1,0,0,1,0,0,0,0,0
TRPC7-AS2,0,0,0,0,0,0,0,0
TRPM1,0,0,0,0,0,1,0,2
TRPM2,1,1,0,0,1,1,1,0
TRPM2-AS,0,0,0,0,0,0,0,0
TRPM3,6,15,19,10,39,18,8,4
TRPM4,452,676,552,462,413,869,313,520
TRPM5,0,0,0,0,0,0,1,1
TRPM6,14,5,1,1,9,6,2,9
TRPM7,1632,1627,2023,1310,2091,2497,2018,2112
TRPM8,1,1,3,0,4,1,0,0
TRPS1,460,354,506,236,542,599,386,397
TRPT1,284,236,277,187,225,335,242,235
TRPV1,1,2,4,1,4,5,3,4
TRPV2,327,268,346,213,426,490,258,319
TRPV3,22,23,42,25,38,46,30,31
TRPV4,99,137,132,93,177,304,125,200
TRPV5,0,0,0,0,1,0,0,0
TRPV6,13,40,26,45,8,20,12,55
TRRAP,2274,1557,2319,1065,2730,3338,2075,2113
TRUB1,454,287,431,239,426,442,335,347
TRUB2,304,241,361,171,428,484,261,244
TSACC,4,2,7,4,11,6,9,2
TSBP1,2,1,2,0,0,1,0,0
TSBP1-AS1,0,0,0,0,0,0,0,0
TSC1,1545,1236,1964,1189,1874,2320,1380,1499
TSC2,2362,1904,2376,1167,2666,3026,1812,2003
TSC22D1,2627,5781,4416,5545,4378,11750,2858,6538
TSC22D2,836,679,1120,434,1104,1250,682,669
TSC22D3,377,4348,522,3098,357,1885,436,4945
TSC22D4,789,788,793,502,792,903,704,816
TSEN15,428,288,508,232,374,508,380,326
TSEN15P1,0,0,2,0,1,0,0,0
TSEN15P2,0,1,0,0,0,0,0,0
TSEN15P3,0,0,0,0,0,0,0,0
TSEN2,127,177,151,126,171,248,122,172
TSEN2P1,0,0,0,0,0,0,0,0
TSEN34,641,683,746,456,697,890,611,705
TSEN54,78,82,97,57,117,140,116,97
TSFM,169,157,202,140,178,240,132,148
TSG101,926,1027,1080,874,1083,1540,774,1129
TSGA10,31,25,38,22,48,35,43,44
TSGA10IP,15,5,11,7,18,3,11,6
TSGA13,0,0,0,0,0,0,0,0
TSHB,0,0,0,0,0,0,0,0
TSHR,1,2,0,1,0,0,2,2
TSHZ1,742,491,1027,311,525,438,964,571
TSHZ2,92,63,11,8,5,1,52,46
TSHZ3,1135,750,1034,480,1105,1208,766,715
TSHZ3-AS1,10,3,7,2,6,12,5,5
TSIX,0,0,0,0,0,1,3,3
TSKS,8,2,9,4,10,7,7,11
TSKU,715,1383,642,512,932,1886,659,1619
TSLP,241,40,218,24,354,42,316,42
TSN,1221,984,1119,797,1141,1499,928,944
TSNARE1,206,163,173,101,180,234,160,207
TSNAX,494,500,584,460,531,802,492,542
TSNAX-DISC1,0,0,0,0,0,0,0,0
TSNAXIP1,49,51,59,18,62,59,58,47
TSPAN1,1,0,11,1,16,9,1,1
TSPAN10,41,35,56,18,169,142,21,21
TSPAN11,484,156,399,86,581,251,218,75
TSPAN12,27,35,28,18,50,25,24,15
TSPAN13,17,9,17,7,15,20,33,26
TSPAN14,907,843,849,487,956,957,809,758
TSPAN15,1,0,0,0,1,2,1,0
TSPAN16,0,1,1,0,0,0,1,0
TSPAN17,809,760,914,657,1064,1491,755,916
TSPAN18,69,60,62,23,27,36,50,28
TSPAN18-AS1,0,0,0,0,0,0,0,0
TSPAN19,0,0,0,0,0,1,0,0
TSPAN2,15,6,21,7,3,11,45,17
TSPAN3,3753,3611,5957,3352,5964,7799,3987,4242
TSPAN31,400,397,441,355,473,737,307,374
TSPAN32,37,12,20,5,28,8,23,7
TSPAN33,4,8,3,2,2,1,3,2
TSPAN4,1838,1641,2377,1347,1886,2732,1826,2037
TSPAN5,3117,2718,3300,2093,4188,4754,3085,3177
TSPAN6,679,448,873,408,1138,1047,770,572
TSPAN7,3,1,0,1,1,1,0,0
TSPAN8,5,44,2,32,0,10,3,92
TSPAN9,3067,2923,3305,2380,3330,5276,3853,4784
TSPAN9-IT1,0,0,0,0,0,0,0,0
TSPEAR,0,3,4,5,12,2,2,1
TSPEAR-AS1,13,6,29,8,11,21,3,6
TSPEAR-AS2,12,9,27,15,25,30,8,15
TSPO,1986,1973,1796,1129,1647,2598,1818,2056
TSPO2,1,0,2,1,0,1,0,0
TSPOAP1,186,152,122,87,171,311,118,130
TSPOAP1-AS1,11,1,16,4,11,6,10,4
TSPY1,0,0,0,0,0,0,0,0
TSPY10,0,0,0,0,0,0,0,0
TSPY11P,0,0,0,0,0,0,0,0
TSPY12P,0,0,0,0,0,0,0,0
TSPY13P,0,0,0,0,0,0,0,0
TSPY14P,0,0,0,0,0,0,0,0
TSPY15P,0,0,0,0,0,0,0,0
TSPY16P,0,0,0,0,0,0,0,0
TSPY17P,0,0,0,0,0,0,0,0
TSPY18P,0,0,0,0,0,0,0,0
TSPY19P,0,0,0,0,0,0,0,0
TSPY2,0,0,0,0,0,0,0,0
TSPY20P,0,0,0,0,0,0,0,0
TSPY21P,0,0,0,0,0,0,0,0
TSPY22P,0,0,0,0,0,0,0,0
TSPY23P,0,0,0,0,0,0,0,0
TSPY24P,0,0,0,0,0,0,0,0
TSPY25P,0,0,0,0,0,0,0,0
TSPY26P,94,57,201,71,210,161,133,84
TSPY3,0,0,0,0,0,0,0,0
TSPY4,0,0,0,0,0,0,0,0
TSPY5P,0,0,0,0,0,0,0,0
TSPY6P,0,0,0,0,0,0,0,0
TSPY7P,0,0,0,0,0,0,0,0
TSPY8,0,0,0,0,0,0,0,0
TSPY9P,0,0,0,0,0,0,0,0
TSPYL1,1557,1102,1690,933,1717,1685,1440,1162
TSPYL2,774,669,1170,399,1013,643,800,579
TSPYL4,646,384,642,299,619,534,514,379
TSPYL5,675,546,661,346,605,714,496,487
TSPYL6,0,0,1,0,2,0,0,0
TSR1,777,791,929,474,1018,1655,705,722
TSR2,709,640,833,489,787,884,659,616
TSR3,494,464,488,252,487,728,396,436
TSSC2,514,367,708,257,851,668,472,307
TSSC4,403,366,371,208,319,489,258,306
TSSK1A,0,0,0,1,0,0,0,0
TSSK1B,0,0,0,0,0,0,0,0
TSSK2,0,0,0,0,0,0,0,0
TSSK3,13,2,9,2,15,9,7,5
TSSK4,36,31,59,19,52,50,28,23
TSSK5P,25,29,39,22,31,49,27,37
TSSK6,45,41,68,35,45,70,47,58
TST,189,382,195,314,210,536,185,495
TSTD1,18,13,51,39,5,5,20,29
TSTD2,353,222,399,179,411,402,295,224
TTBK1,0,0,0,0,0,0,0,1
TTBK2,512,325,598,317,617,673,522,524
TTC1,699,644,866,528,765,919,554,621
TTC12,244,147,233,110,233,236,291,224
TTC13,162,150,211,210,212,292,184,284
TTC14,1014,951,1070,622,1214,1707,892,978
