"","ensgene","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521","hgnc_symbol"
"56831","ENSG00000265843",0,0,0,0,0,0,0,0,"LINC01029"
"56832","ENSG00000265844",0,0,0,0,0,0,0,0,""
"56833","ENSG00000265845",4,1,1,0,1,3,0,0,""
"56834","ENSG00000265846",0,0,0,0,0,0,0,0,"MIR4276"
"56835","ENSG00000265847",0,0,0,0,0,0,0,0,"MIR4287"
"56836","ENSG00000265848",0,0,0,0,0,0,0,0,"MIR3689D1"
"56837","ENSG00000265849",0,0,0,0,0,0,0,0,"SNORD117"
"56838","ENSG00000265850",0,0,0,0,0,0,0,0,"MIR4797"
"56839","ENSG00000265852",0,0,0,0,0,0,0,0,""
"56840","ENSG00000265853",0,0,0,0,0,0,0,0,""
"56841","ENSG00000265854",0,0,0,0,0,0,0,0,NA
"56842","ENSG00000265855",0,0,0,0,1,0,1,0,"MIR4514"
"56843","ENSG00000265856",0,0,0,0,0,0,0,0,NA
"56844","ENSG00000265858",0,0,0,0,0,0,0,0,NA
"56845","ENSG00000265859",0,0,0,0,0,0,0,0,"MIR5704"
"56846","ENSG00000265860",0,0,0,0,0,0,0,0,NA
"56847","ENSG00000265861",0,0,0,0,0,0,0,0,"MIR4495"
"56848","ENSG00000265862",0,0,0,0,0,0,0,0,NA
"56849","ENSG00000265863",0,0,0,0,0,0,0,0,"GPR160P2"
"56850","ENSG00000265864",0,0,0,0,0,0,0,0,NA
"56851","ENSG00000265865",0,0,0,0,0,0,0,0,NA
"56852","ENSG00000265866",0,1,1,1,0,0,0,0,NA
"56853","ENSG00000265867",2,4,1,2,2,5,3,0,"MIR4516"
"56854","ENSG00000265868",0,0,0,0,0,0,0,0,NA
"56855","ENSG00000265869",0,0,0,0,0,0,0,0,NA
"56856","ENSG00000265870",0,0,0,0,0,0,0,0,NA
"56857","ENSG00000265871",0,0,0,0,0,0,0,0,"MIR3174"
"56858","ENSG00000265872",0,0,0,0,0,0,0,0,"MIR3689A"
"56859","ENSG00000265873",0,0,0,0,0,0,0,0,"MIR4289"
"56860","ENSG00000265874",0,1,0,1,2,0,0,0,"MIR4489"
"56861","ENSG00000265875",0,0,0,0,0,0,0,0,NA
"56862","ENSG00000265876",0,0,0,0,0,0,0,0,NA
"56863","ENSG00000265878",0,0,0,0,0,0,0,0,"MIR3914-1"
"56864","ENSG00000265879",0,0,0,0,0,0,0,0,"MIR4748"
"56865","ENSG00000265880",0,0,0,0,0,0,0,0,NA
"56866","ENSG00000265881",0,0,0,0,0,0,0,0,"PDLIM1P2"
"56867","ENSG00000265882",0,0,0,0,0,0,0,0,"RN7SL73P"
"56868","ENSG00000265883",0,0,0,0,0,0,0,0,""
"56869","ENSG00000265885",0,0,0,0,0,0,0,0,"RN7SL783P"
"56870","ENSG00000265886",0,0,0,0,0,0,0,0,NA
"56871","ENSG00000265887",0,0,0,0,0,0,0,0,NA
"56872","ENSG00000265888",0,0,0,0,0,0,0,0,"DSCAS"
"56873","ENSG00000265889",0,0,0,0,0,0,0,0,""
"56874","ENSG00000265890",0,0,0,0,0,0,0,0,NA
"56875","ENSG00000265891",1,0,0,0,0,0,0,1,NA
"56876","ENSG00000265892",0,0,0,0,0,0,0,0,"RN7SL311P"
"56877","ENSG00000265893",0,0,0,0,0,0,0,0,NA
"56878","ENSG00000265894",0,0,0,0,0,0,0,0,"RN7SL357P"
"56879","ENSG00000265895",0,0,0,0,0,0,0,0,NA
"56880","ENSG00000265896",0,0,0,0,0,0,0,0,""
"56881","ENSG00000265897",0,0,0,0,0,0,0,0,""
"56882","ENSG00000265898",0,0,0,0,0,0,0,0,NA
"56883","ENSG00000265899",0,0,0,0,0,0,0,0,NA
"56884","ENSG00000265900",0,0,0,0,0,0,0,0,NA
"56885","ENSG00000265901",0,0,0,0,1,0,0,0,NA
"56886","ENSG00000265902",0,0,0,0,0,0,0,0,"MIR4696"
"56887","ENSG00000265903",0,0,0,0,0,0,0,0,""
"56888","ENSG00000265904",0,0,0,1,0,0,0,0,NA
"56889","ENSG00000265905",0,0,0,0,1,0,0,0,"RN7SL96P"
"56890","ENSG00000265906",0,0,0,0,0,0,0,0,NA
"56891","ENSG00000265907",1,1,0,0,0,0,0,0,""
"56892","ENSG00000265908",0,2,1,2,0,0,0,2,""
"56893","ENSG00000265910",0,0,0,0,0,0,0,0,NA
"56894","ENSG00000265911",0,0,0,0,0,0,0,0,NA
"56895","ENSG00000265912",0,1,0,1,1,1,0,1,""
"56896","ENSG00000265913",0,0,0,0,0,0,0,0,NA
"56897","ENSG00000265914",0,0,0,0,0,0,0,0,NA
"56898","ENSG00000265915",0,0,0,0,0,0,0,0,NA
"56899","ENSG00000265916",1,0,1,0,3,5,2,1,""
"56900","ENSG00000265917",2,2,5,3,0,2,7,2,"MIR3685"
"56901","ENSG00000265918",0,0,0,0,0,0,0,0,"RN7SL543P"
"56902","ENSG00000265919",0,0,0,0,0,0,0,0,"MIR4280"
"56903","ENSG00000265920",0,0,0,0,0,0,0,0,""
"56904","ENSG00000265921",0,0,0,0,0,0,0,0,""
"56905","ENSG00000265922",0,0,0,0,0,0,0,0,NA
"56906","ENSG00000265923",0,0,0,0,0,0,0,0,NA
"56907","ENSG00000265924",0,0,0,0,0,0,0,0,"MIR5692C1"
"56908","ENSG00000265925",0,0,0,0,0,0,0,0,NA
"56909","ENSG00000265926",0,0,0,0,0,0,0,0,"SNORD32B"
"56910","ENSG00000265927",0,0,0,0,0,0,0,0,""
"56911","ENSG00000265929",0,0,0,0,0,0,0,0,"MIR5195"
"56912","ENSG00000265930",0,0,0,0,0,0,0,0,NA
"56913","ENSG00000265931",0,0,0,0,0,0,0,0,NA
"56914","ENSG00000265932",0,0,0,0,0,1,0,1,"MIR3146"
"56915","ENSG00000265933",0,0,0,1,0,0,0,0,"LINC00668"
"56916","ENSG00000265934",0,0,0,0,0,0,0,0,"ARL2BPP1"
"56917","ENSG00000265935",0,0,0,0,0,0,0,0,""
"56918","ENSG00000265936",10,5,2,1,4,5,4,2,""
"56919","ENSG00000265937",0,0,0,0,0,0,0,0,NA
"56920","ENSG00000265939",7,1,4,6,6,9,4,5,"UBE2CP2"
"56921","ENSG00000265940",0,0,0,0,0,0,0,0,NA
"56922","ENSG00000265941",0,0,0,0,0,0,0,0,NA
"56923","ENSG00000265942",0,0,0,0,1,0,0,1,"RN7SL577P"
"56924","ENSG00000265943",2,0,2,1,2,5,2,3,""
"56925","ENSG00000265944",1,0,0,0,0,0,0,0,"LINC01387"
"56926","ENSG00000265945",0,0,0,0,0,0,0,0,NA
"56927","ENSG00000265946",0,0,0,0,0,0,0,0,""
"56928","ENSG00000265947",0,0,0,0,0,0,0,0,NA
"56929","ENSG00000265948",0,0,0,0,0,0,0,0,""
"56930","ENSG00000265950",0,0,0,0,0,0,0,0,NA
"56931","ENSG00000265951",0,0,0,0,0,0,0,0,NA
"56932","ENSG00000265952",0,0,0,0,0,0,0,0,NA
"56933","ENSG00000265953",0,0,0,0,0,0,0,0,NA
"56934","ENSG00000265954",0,0,0,0,0,0,0,0,"MIR4749"
"56935","ENSG00000265955",0,0,0,0,0,0,0,0,""
"56936","ENSG00000265956",0,0,0,0,0,0,0,0,"MIR4445"
"56937","ENSG00000265957",0,0,0,0,0,1,0,0,"MIR4319"
"56938","ENSG00000265958",0,0,0,0,0,0,0,0,NA
"56939","ENSG00000265959",0,0,0,0,0,0,0,0,NA
"56940","ENSG00000265960",0,1,0,0,0,0,0,0,NA
"56941","ENSG00000265961",0,0,0,0,0,0,0,0,""
"56942","ENSG00000265962",3,3,5,7,2,5,3,2,"GACAT2"
"56943","ENSG00000265963",0,0,0,0,0,0,0,0,NA
"56944","ENSG00000265964",0,0,0,0,0,0,0,0,""
"56945","ENSG00000265965",0,0,0,0,0,0,0,0,"MIR4266"
"56946","ENSG00000265967",0,0,0,0,0,0,0,0,""
"56947","ENSG00000265968",0,0,0,0,0,0,0,0,NA
"56948","ENSG00000265970",0,0,0,0,0,0,0,0,NA
"56949","ENSG00000265971",0,1,2,1,1,1,0,1,""
"56950","ENSG00000265972",0,0,0,0,0,0,0,0,"TXNIP"
"56951","ENSG00000265973",0,0,0,0,0,0,0,0,""
"56952","ENSG00000265974",0,0,0,0,0,0,0,0,NA
"56953","ENSG00000265975",0,1,0,0,0,0,0,0,""
"56954","ENSG00000265976",0,0,0,0,0,0,0,0,"MIR4725"
"56955","ENSG00000265977",0,0,0,0,0,0,0,0,NA
"56956","ENSG00000265978",0,0,0,0,2,0,1,1,NA
"56957","ENSG00000265979",0,0,0,0,0,0,0,0,NA
"56958","ENSG00000265980",0,0,0,0,0,0,0,0,""
"56959","ENSG00000265981",0,0,0,0,0,0,0,0,"MIR544B"
"56960","ENSG00000265982",8,10,4,2,3,16,12,14,""
"56961","ENSG00000265983",0,0,0,0,0,0,0,0,""
"56962","ENSG00000265984",0,0,0,0,0,0,0,0,"GREB1L-DT"
"56963","ENSG00000265985",0,0,0,0,0,0,0,0,NA
"56964","ENSG00000265986",0,0,0,0,0,0,0,0,"MIR4735"
"56965","ENSG00000265987",0,0,0,0,0,0,0,0,""
"56966","ENSG00000265988",0,0,0,0,0,0,0,0,NA
"56967","ENSG00000265989",0,0,0,0,0,0,0,0,NA
"56968","ENSG00000265990",0,0,0,0,0,0,0,0,NA
"56969","ENSG00000265991",0,0,0,0,0,0,0,0,"MIR4519"
"56970","ENSG00000265992",0,0,0,1,2,0,1,0,"ESRG"
"56971","ENSG00000265993",0,0,0,0,0,0,0,0,"MIR5694"
"56972","ENSG00000265994",0,0,0,0,0,0,0,0,""
"56973","ENSG00000265995",0,0,0,0,0,0,0,0,""
"56974","ENSG00000265996",0,2,1,2,2,0,1,1,"MIR3671"
"56975","ENSG00000265997",0,0,0,0,0,0,0,0,NA
"56976","ENSG00000265998",0,0,0,0,0,0,0,0,NA
"56977","ENSG00000265999",0,0,0,0,0,0,0,0,NA
"56978","ENSG00000266000",0,0,0,0,0,0,0,0,NA
"56979","ENSG00000266001",0,0,0,0,0,0,0,0,NA
"56980","ENSG00000266002",0,0,0,0,0,0,0,0,""
"56981","ENSG00000266003",0,0,0,0,0,0,0,0,""
"56982","ENSG00000266004",0,0,0,0,0,0,0,0,"SNORA38"
"56983","ENSG00000266005",0,0,0,0,0,0,0,0,NA
"56984","ENSG00000266006",0,0,0,0,0,0,0,0,"MIR4488"
"56985","ENSG00000266007",0,0,0,0,0,0,0,0,NA
"56986","ENSG00000266008",0,0,0,0,0,0,0,0,NA
"56987","ENSG00000266009",0,0,0,0,0,0,0,0,""
"56988","ENSG00000266010",15,11,26,4,19,7,11,11,"GATA6-AS1"
"56989","ENSG00000266011",0,0,0,0,0,0,0,0,NA
"56990","ENSG00000266012",0,0,0,0,0,0,0,0,"MIR4764"
"56991","ENSG00000266013",0,0,0,0,0,0,0,0,"LINC02079"
"56992","ENSG00000266014",0,1,0,0,0,0,0,0,""
"56993","ENSG00000266015",0,0,0,0,0,0,0,0,"MIR4309"
"56994","ENSG00000266016",0,0,0,0,0,0,0,0,"MIR548Z"
"56995","ENSG00000266017",1,2,2,0,10,6,2,1,"MIR4477B"
"56996","ENSG00000266018",0,0,0,0,0,0,0,0,NA
"56997","ENSG00000266019",0,0,0,0,0,0,0,0,"MIR3609"
"56998","ENSG00000266020",0,0,0,0,0,0,0,0,NA
"56999","ENSG00000266021",0,0,0,0,1,0,1,0,NA
"57000","ENSG00000266022",0,0,0,0,0,0,0,0,NA
"57001","ENSG00000266023",0,0,0,0,0,1,0,0,NA
"57002","ENSG00000266024",0,0,0,0,0,0,0,0,NA
"57003","ENSG00000266025",0,0,0,0,0,0,0,0,NA
"57004","ENSG00000266026",0,0,1,0,0,0,0,0,NA
"57005","ENSG00000266027",0,0,0,0,0,0,0,0,"MSH5-SAPCD1"
"57006","ENSG00000266028",0,0,0,0,0,0,0,0,"SRGAP2"
"57007","ENSG00000266029",0,0,0,0,0,0,0,0,NA
"57008","ENSG00000266030",0,0,0,0,0,0,0,0,NA
"57009","ENSG00000266032",4,4,4,2,4,5,3,3,NA
"57010","ENSG00000266033",0,0,0,0,0,0,0,0,NA
"57011","ENSG00000266034",0,0,0,0,0,0,0,0,NA
"57012","ENSG00000266035",0,0,0,0,0,0,0,0,""
"57013","ENSG00000266036",0,0,0,0,0,0,0,0,"SLC9A3R1-AS1"
"57014","ENSG00000266037",45,42,7,6,4,10,1,7,NA
"57015","ENSG00000266038",0,1,0,0,0,0,0,0,"MIR4659A"
"57016","ENSG00000266039",0,0,0,0,0,0,0,0,"MIR4509-2"
"57017","ENSG00000266040",0,2,0,3,6,6,2,4,NA
"57018","ENSG00000266041",0,0,0,0,0,0,0,0,"MIR4690"
"57019","ENSG00000266042",0,0,0,0,0,0,0,0,""
"57020","ENSG00000266043",0,2,6,2,0,2,0,0,"MIR3649"
"57021","ENSG00000266044",0,0,0,0,0,0,0,0,NA
"57022","ENSG00000266045",0,0,0,0,0,0,0,0,NA
"57023","ENSG00000266046",0,0,0,0,0,0,0,0,NA
"57024","ENSG00000266047",0,0,0,0,2,0,0,1,NA
"57025","ENSG00000266048",0,0,0,0,0,0,0,0,""
"57026","ENSG00000266049",0,0,0,0,1,0,0,0,""
"57027","ENSG00000266050",1,0,0,0,1,0,0,1,""
"57028","ENSG00000266051",0,0,0,0,0,0,0,0,NA
"57029","ENSG00000266052",0,0,0,0,0,0,0,0,"MIR4500"
"57030","ENSG00000266053",23,21,26,14,22,28,15,13,"NDUFV2-AS1"
"57031","ENSG00000266054",0,0,0,0,0,0,0,0,NA
"57032","ENSG00000266055",0,0,0,0,0,0,0,0,NA
"57033","ENSG00000266056",0,0,0,0,0,0,0,0,NA
"57034","ENSG00000266057",0,0,0,0,0,0,0,0,NA
"57035","ENSG00000266058",0,0,0,0,0,0,0,0,NA
"57036","ENSG00000266059",0,0,0,0,0,0,0,0,"RN7SL140P"
"57037","ENSG00000266060",0,0,0,0,0,0,0,0,NA
"57038","ENSG00000266061",0,0,0,0,0,0,0,0,NA
"57039","ENSG00000266062",0,0,0,0,0,0,0,0,NA
"57040","ENSG00000266063",0,0,0,0,0,0,0,0,"MIR4771-2"
"57041","ENSG00000266064",0,0,0,0,0,0,0,0,NA
"57042","ENSG00000266065",0,0,0,0,0,0,0,0,""
"57043","ENSG00000266066",32,24,19,11,23,34,12,6,"POLRMTP1"
"57044","ENSG00000266069",0,0,0,0,0,0,0,0,NA
"57045","ENSG00000266070",0,0,0,0,0,0,0,0,NA
"57046","ENSG00000266071",0,0,0,0,0,0,0,0,"MIR3617"
"57047","ENSG00000266072",0,0,1,0,0,0,0,0,"MIR5693"
"57048","ENSG00000266073",0,0,0,0,0,0,0,0,NA
"57049","ENSG00000266074",0,0,0,0,0,0,0,0,"BAHCC1"
"57050","ENSG00000266075",3,0,1,1,0,0,3,1,"RN7SL574P"
"57051","ENSG00000266076",0,0,0,0,0,0,0,0,""
"57052","ENSG00000266077",0,0,0,0,0,0,0,0,NA
"57053","ENSG00000266078",0,0,0,0,0,0,0,0,"MIR4432"
"57054","ENSG00000266079",3,1,2,6,5,5,0,6,"SNORA59B"
"57055","ENSG00000266080",0,0,0,0,0,0,0,0,NA
"57056","ENSG00000266081",0,0,0,0,0,0,0,0,""
"57057","ENSG00000266082",0,0,0,0,0,0,0,0,NA
"57058","ENSG00000266083",0,0,0,0,0,0,0,0,NA
"57059","ENSG00000266084",0,0,0,0,0,0,0,0,NA
"57060","ENSG00000266085",0,0,0,0,0,0,0,0,NA
"57061","ENSG00000266086",0,0,0,0,0,0,0,0,""
"57062","ENSG00000266087",0,0,0,0,0,0,0,0,NA
"57063","ENSG00000266088",1,0,0,0,1,0,0,0,""
"57064","ENSG00000266089",0,0,0,0,0,0,0,0,NA
"57065","ENSG00000266090",0,0,0,0,0,0,0,0,NA
"57066","ENSG00000266094",0,0,0,0,0,0,0,0,"RASSF5"
"57067","ENSG00000266095",0,0,0,0,0,0,0,0,NA
"57068","ENSG00000266096",0,0,0,0,0,0,0,0,NA
"57069","ENSG00000266097",0,1,0,0,1,0,0,0,"MIR5192"
"57070","ENSG00000266098",4,2,2,1,1,1,3,2,NA
"57071","ENSG00000266099",0,0,0,0,0,0,0,0,"MIR5700"
"57072","ENSG00000266100",0,0,0,0,0,0,0,0,""
"57073","ENSG00000266101",0,0,0,0,0,0,0,0,""
"57074","ENSG00000266102",0,0,0,0,0,0,0,0,""
"57075","ENSG00000266103",1,0,0,0,0,1,0,1,NA
"57076","ENSG00000266104",0,1,0,0,0,2,0,0,"MIR4326"
"57077","ENSG00000266105",0,0,0,0,0,0,0,0,""
"57078","ENSG00000266106",0,0,0,0,0,0,0,0,""
"57079","ENSG00000266107",0,0,0,0,1,0,0,0,"MIR4525"
"57080","ENSG00000266108",0,0,0,0,0,0,0,0,NA
"57081","ENSG00000266109",0,0,1,0,0,0,0,0,"MIR4440"
"57082","ENSG00000266110",0,0,1,0,0,1,0,1,"MIR4423"
"57083","ENSG00000266111",3,0,2,0,1,5,0,1,""
"57084","ENSG00000266112",0,0,0,0,0,0,0,0,NA
"57085","ENSG00000266113",0,0,0,0,0,0,0,0,""
"57086","ENSG00000266114",1,0,0,0,0,0,1,0,""
"57087","ENSG00000266115",0,0,0,0,0,0,0,0,NA
"57088","ENSG00000266116",0,0,0,0,0,0,0,0,NA
"57089","ENSG00000266117",4,2,2,0,2,0,2,3,"FBXO36P1"
"57090","ENSG00000266118",0,1,0,0,0,1,1,0,NA
"57091","ENSG00000266119",0,0,0,0,0,0,0,0,""
"57092","ENSG00000266120",0,0,0,0,0,0,0,0,""
"57093","ENSG00000266121",0,0,0,0,0,0,0,0,NA
"57094","ENSG00000266122",2,0,0,0,0,0,0,1,NA
"57095","ENSG00000266123",0,0,0,0,0,0,0,0,NA
"57096","ENSG00000266124",8,2,5,2,5,3,3,3,"MIR5587"
"57097","ENSG00000266125",0,0,0,0,0,0,0,0,NA
"57098","ENSG00000266126",1,1,0,1,0,1,0,0,""
"57099","ENSG00000266127",0,0,0,0,0,0,0,0,"ZNF415P1"
"57100","ENSG00000266128",0,0,0,0,0,0,0,0,"RN7SL366P"
"57101","ENSG00000266129",1,1,8,1,5,9,8,3,"SRP68P1"
"57102","ENSG00000266130",0,0,0,0,0,0,0,0,NA
"57103","ENSG00000266131",0,0,0,0,0,0,0,0,NA
"57104","ENSG00000266132",0,0,0,0,0,0,0,0,"SNORD32B"
"57105","ENSG00000266133",0,0,0,0,0,0,0,0,"MIR4759"
"57106","ENSG00000266134",0,0,0,0,0,0,0,0,NA
"57107","ENSG00000266135",0,0,3,0,0,0,0,0,NA
"57108","ENSG00000266136",0,0,0,0,0,0,0,0,NA
"57109","ENSG00000266138",1,0,0,0,0,0,0,0,NA
"57110","ENSG00000266139",0,0,1,0,0,0,1,0,"MIR4435-2"
"57111","ENSG00000266140",0,0,0,0,0,0,0,0,"MIR4533"
"57112","ENSG00000266141",0,0,0,0,0,0,0,0,NA
"57113","ENSG00000266142",0,0,0,0,0,0,0,0,NA
"57114","ENSG00000266143",0,1,1,0,1,0,1,0,NA
"57115","ENSG00000266144",0,0,0,0,0,0,0,0,"MIR4654"
"57116","ENSG00000266145",1,2,3,0,2,2,2,1,"RHOT1P1"
"57117","ENSG00000266146",0,0,0,0,0,0,0,0,"MIR5190"
"57118","ENSG00000266147",0,0,0,0,0,0,0,0,NA
"57119","ENSG00000266148",0,0,0,0,0,0,0,0,"MIR5583-1"
"57120","ENSG00000266149",0,0,1,0,0,0,0,0,""
"57121","ENSG00000266150",0,0,0,0,0,0,0,0,"MIR4711"
"57122","ENSG00000266151",0,0,0,0,0,0,0,0,"MIR3646"
"57123","ENSG00000266152",0,0,0,1,0,0,0,0,NA
"57124","ENSG00000266153",0,0,0,0,0,0,0,0,""
"57125","ENSG00000266154",0,0,0,0,0,0,0,0,NA
"57126","ENSG00000266155",0,0,0,0,1,0,0,0,""
"57127","ENSG00000266156",0,0,0,0,0,0,0,0,NA
"57128","ENSG00000266157",0,0,0,0,0,0,0,0,NA
"57129","ENSG00000266158",0,0,0,0,0,0,0,0,"RN7SL785P"
"57130","ENSG00000266159",0,0,0,0,0,0,0,0,NA
"57131","ENSG00000266160",0,0,0,0,0,0,0,0,"RN7SL612P"
"57132","ENSG00000266161",0,0,0,0,0,0,0,0,NA
"57133","ENSG00000266162",0,0,0,0,0,0,0,0,"YWHAEP2"
"57134","ENSG00000266163",0,0,0,0,0,0,0,0,NA
"57135","ENSG00000266164",3,8,0,1,5,6,0,1,NA
"57136","ENSG00000266165",0,0,0,0,0,0,0,0,NA
"57137","ENSG00000266166",0,0,0,0,0,0,0,0,"RN7SL557P"
"57138","ENSG00000266167",0,0,0,0,0,0,0,0,NA
"57139","ENSG00000266168",0,0,0,0,0,0,0,0,"MIR3147"
"57140","ENSG00000266169",0,0,0,0,0,0,0,0,NA
"57141","ENSG00000266170",0,0,0,0,0,0,0,0,NA
"57142","ENSG00000266171",3,0,0,1,3,3,1,1,""
"57143","ENSG00000266172",0,0,0,0,0,0,0,0,NA
"57144","ENSG00000266173",37,51,64,36,64,75,46,35,"STRADA"
"57145","ENSG00000266174",0,0,0,0,0,0,0,0,"MIR4666A"
"57146","ENSG00000266175",0,0,0,0,0,0,0,0,NA
"57147","ENSG00000266176",5,1,8,1,6,1,6,2,NA
"57148","ENSG00000266177",0,0,0,0,0,0,0,0,NA
"57149","ENSG00000266178",0,0,0,0,0,0,0,0,""
"57150","ENSG00000266179",0,0,0,0,0,0,0,0,""
"57151","ENSG00000266180",0,0,0,0,0,0,0,0,"MIR4282"
"57152","ENSG00000266181",0,0,0,0,0,0,0,0,"EIF4A3P1"
"57153","ENSG00000266182",0,0,0,0,0,0,0,0,NA
"57154","ENSG00000266183",0,0,0,0,0,0,1,0,NA
"57155","ENSG00000266184",0,0,0,0,1,0,0,0,""
"57156","ENSG00000266185",0,0,0,0,0,0,0,0,"RN7SL804P"
"57157","ENSG00000266186",0,0,0,0,0,0,0,0,NA
"57158","ENSG00000266187",0,0,0,0,0,0,0,0,"RN7SL480P"
"57159","ENSG00000266188",0,0,0,0,0,0,0,0,""
"57160","ENSG00000266189",0,0,1,1,0,1,2,1,"MIR3186"
"57161","ENSG00000266190",1,0,0,0,0,0,0,0,""
"57162","ENSG00000266191",0,0,0,0,0,0,0,0,""
"57163","ENSG00000266192",0,0,0,0,0,0,0,0,"MIR1260B"
"57164","ENSG00000266193",0,0,0,0,0,0,0,0,NA
"57165","ENSG00000266194",0,0,0,0,0,0,0,0,"MIR4661"
"57166","ENSG00000266195",0,0,0,0,0,0,0,0,"RN7SL163P"
"57167","ENSG00000266196",0,0,0,0,0,0,0,0,""
"57168","ENSG00000266197",0,0,0,0,0,0,0,0,NA
"57169","ENSG00000266198",0,0,0,0,0,0,0,0,NA
"57170","ENSG00000266199",0,0,0,0,0,0,0,0,NA
"57171","ENSG00000266200",0,0,0,0,0,0,0,0,"PNLIPRP2"
"57172","ENSG00000266201",0,0,0,0,0,0,0,0,"SS18L2P2"
"57173","ENSG00000266202",0,0,0,0,0,0,0,0,""
"57174","ENSG00000266203",0,0,0,0,0,0,0,0,"MIR5585"
"57175","ENSG00000266204",0,0,0,0,0,0,0,0,"MIR5589"
"57176","ENSG00000266205",0,0,0,0,0,0,0,0,NA
"57177","ENSG00000266206",0,0,0,0,0,0,0,0,"MIR3926-1"
"57178","ENSG00000266207",0,0,0,0,0,0,0,0,NA
"57179","ENSG00000266208",106,102,163,105,154,184,129,147,""
"57180","ENSG00000266209",0,0,0,0,0,0,0,0,NA
"57181","ENSG00000266210",0,0,0,0,0,0,0,0,"RN7SL371P"
"57182","ENSG00000266211",0,0,0,0,0,0,0,0,"MIR3156-3"
"57183","ENSG00000266212",0,0,0,0,0,0,0,0,NA
"57184","ENSG00000266213",0,0,0,0,0,0,0,0,""
"57185","ENSG00000266214",0,0,0,0,0,0,0,0,NA
"57186","ENSG00000266215",0,0,0,0,0,0,0,0,"MIR3167"
"57187","ENSG00000266216",0,0,0,1,0,0,1,0,NA
"57188","ENSG00000266217",0,0,0,0,0,0,0,0,"CTSLP2"
"57189","ENSG00000266218",0,0,0,0,0,0,0,0,NA
"57190","ENSG00000266219",0,0,0,0,0,0,0,0,NA
"57191","ENSG00000266220",0,0,0,0,0,0,0,0,NA
"57192","ENSG00000266222",0,0,0,0,0,0,0,0,""
"57193","ENSG00000266223",0,0,0,0,0,0,0,0,NA
"57194","ENSG00000266224",0,0,0,0,0,0,0,0,NA
"57195","ENSG00000266225",0,0,0,0,0,0,0,0,NA
"57196","ENSG00000266226",0,0,0,0,0,0,0,0,"MIR4323"
"57197","ENSG00000266227",0,0,0,0,0,0,0,0,"NPM1P2"
"57198","ENSG00000266228",0,0,0,0,0,0,0,0,"MIR3611"
"57199","ENSG00000266229",0,0,0,0,0,0,0,0,NA
"57200","ENSG00000266230",0,0,0,0,0,0,0,0,NA
"57201","ENSG00000266231",0,0,0,0,0,0,0,0,""
"57202","ENSG00000266232",0,1,0,1,1,0,0,0,"MIR3178"
"57203","ENSG00000266233",0,0,0,0,0,0,0,0,NA
"57204","ENSG00000266234",0,0,0,0,0,0,0,0,NA
"57205","ENSG00000266235",5,5,5,1,2,4,2,1,"MIR3176"
"57206","ENSG00000266236",3,1,2,2,4,5,2,0,"NARF-IT1"
"57207","ENSG00000266237",0,0,0,0,0,0,0,0,""
"57208","ENSG00000266239",2,2,1,3,0,4,0,5,NA
"57209","ENSG00000266240",0,0,1,0,0,0,0,0,"MIR5091"
"57210","ENSG00000266241",0,0,0,0,0,0,0,0,NA
"57211","ENSG00000266242",2,0,0,0,0,0,0,0,"GRAMD4P7"
"57212","ENSG00000266243",0,0,0,0,0,0,0,0,"MIR4279"
"57213","ENSG00000266244",0,0,0,0,0,0,0,0,NA
"57214","ENSG00000266245",0,0,0,0,0,0,0,0,"MIR4644"
"57215","ENSG00000266246",0,0,0,0,0,0,0,0,NA
"57216","ENSG00000266247",0,0,1,0,0,0,0,0,NA
"57217","ENSG00000266248",0,0,0,0,0,0,0,0,""
"57218","ENSG00000266249",0,0,0,0,0,0,0,0,NA
"57219","ENSG00000266250",0,0,0,0,0,0,0,0,""
"57220","ENSG00000266251",0,0,0,0,0,0,0,0,"COX6CP3"
"57221","ENSG00000266252",0,0,0,1,3,2,1,0,NA
"57222","ENSG00000266253",0,0,0,0,0,0,0,0,NA
"57223","ENSG00000266254",0,0,0,0,0,0,0,0,NA
"57224","ENSG00000266255",0,0,0,0,0,0,0,0,"MIR4475"
"57225","ENSG00000266256",3,1,1,3,2,5,4,8,"LINC00683"
"57226","ENSG00000266257",0,0,0,0,0,0,0,0,NA
"57227","ENSG00000266258",3,0,3,5,2,4,2,2,"LINC01909"
"57228","ENSG00000266259",0,0,0,0,0,0,0,0,NA
"57229","ENSG00000266261",0,0,0,0,0,1,1,0,""
"57230","ENSG00000266262",0,0,0,0,0,0,0,0,"MIR4428"
"57231","ENSG00000266263",0,0,0,0,0,0,0,0,""
"57232","ENSG00000266264",0,0,0,0,0,0,0,0,NA
"57233","ENSG00000266265",0,0,0,0,0,0,0,0,"KLF14"
"57234","ENSG00000266268",0,0,0,0,0,1,0,0,""
"57235","ENSG00000266269",0,0,0,0,1,0,0,0,NA
"57236","ENSG00000266270",0,0,0,0,0,0,0,0,""
"57237","ENSG00000266271",0,0,0,0,0,0,0,0,NA
"57238","ENSG00000266272",0,0,0,0,0,0,0,0,NA
"57239","ENSG00000266273",0,0,0,0,0,0,0,0,""
"57240","ENSG00000266274",0,0,0,0,0,0,1,0,"RN7SL138P"
"57241","ENSG00000266275",0,0,0,0,0,0,0,0,NA
